"Yüklenicinin temerrüdü nedeniyle sözleşmeden dönen arsa sahibi, önceden devrettiği payları nasıl geri alır?",Tapu iptali ve tescil davası yoluyla.
İmar değişikliği nedeniyle inşaatın yapılamaz hale gelmesi hangi hukuki duruma girer?,Sonraki (hukuki) imkânsızlık.
Cezai şart ve gecikme tazminatı (kira kaybı) aynı anda istenebilir mi?,Sözleşmede aksine hüküm yoksa ve ceza miktarını aşan zarar kanıtlanamazsa bir arada istenemez.
"Yüklenici, arsa sahibinin talimatına rağmen eserin bozulacağını bildirmesine karşın arsa sahibi ısrar ederse sonuç ne olur?",Yüklenicinin ayıba karşı sorumluluğu ortadan kalkar.
Kat irtifakı kurulu arsa payının satış vaadi noter tarafından yapılabilir mi?,"Evet, Yargıtay'a göre noterlerin bu yetkisi vardır."
Sözleşmede şekil noksanlığı varken arsa payı tescil edilmişse yüklenici neyi ileri süremez?,Şekle aykırılığı ileri sürerek inşaat yapmaktan kaçınamaz (dürüstlük kuralı).
İfadan vazgeçip müsbet zarar isteyen alacaklının kendi edimi ne olur?,Kendi edimini yerine getirme yükümlülüğü devam eder veya karşılıklı takas edilir.
Yüklenicinin teslim borcunun ifa yeri neresidir?,İnşaatın bulunduğu yerdir.
TBK m. 480 f. 2 uyarınca sözleşmenin feshine kim karar vermelidir?,Hakim karar vermelidir.
"Arsa sahibi, inşaat ruhsatı alınmadığı için mühürlenen inşaat nedeniyle sözleşmeyi feshedebilir mi?","Hayır, ruhsat alma yükümlülüğü kendisinde olduğu için fesih isteyemez."
Yüklenicinin 'tahvil' yoluyla üçüncü kişiye yaptığı satışın geçerli kılınması ne demektir?,"Geçersiz işlemin, tarafların iradesine uygun başka bir geçerli işleme dönüştürülmesidir."
İnşaatın 'tamamlanmış' sayılması için temel kriter nedir?,Sözleşmede kararlaştırılan tüm işlerin bitirilmiş ve teslime hazır olması.
Geriye etkili fesihte taraflar arasındaki ilişki hangi hükümlere göre tasfiye edilir?,Sebepsiz zenginleşme hükümlerine göre.
Yüklenicinin hakediş karşılığı aldığı paylar üzerindeki arsa sahibi ipoteği ne zaman çözülür?,İnşaatın sözleşmede belirlenen ilerleme aşamalarına gelmesiyle kısım kısım.
Arsa payı karşılığı inşaat sözleşmesi 'karşılıklı borç yükleyen' bir işlem midir?,"Evet, her iki taraf da hem alacaklı hem borçludur."
Arsa payı karşılığı kat yapımı sözleşmesinde 'eser' nedir?,Yapılması taahhüt edilen binanın bütünü ve bağımsız bölümlerdir.
Deprem nedeniyle arsanın yok olması sözleşmeyi nasıl etkiler?,Sözleşme imkânsızlık nedeniyle sona erer.
Yüklenicinin temerrüdü halinde arsa sahibinin 'seçimlik haklarını' kullanması için öngörülen süre nedir?,Makul bir süre içinde (derhal) bildirilmelidir.
Sözleşmede şekil şartına uyulmamasının sonucu olan 'kesin hükümsüzlük' hakim tarafından nasıl dikkate alınır?,Re'sen (kendiliğinden) göz önünde bulundurulur.
