"Eşin ailesine ""anne, baba"" diye hitap etmemesi Yargıtay tarafından ne şekilde değerlendirilmiştir?",Boşanmada kusur sayılan bir davranış olarak kabul edilmiştir.
Cinsel birlikteliğin haklı bir sebep olmaksızın uzun süre reddedilmesi hangi şiddet türüdür?,Duygusal ve cinsel şiddet.
Eşin borçlarını gizlemesi veya mal kaçırması kusur tespiti bakımından ne anlama gelir?,Güven sarsıcı davranış ve kusur sebebidir.
Fiili ayrılık davası (TMK 166/4) açılırken reddedilen davanın sebebinin önemi var mıdır?,"Hayır, davanın hangi sebeple açıldığının önemi yoktur."
Kusur tespiti yapılırken hakim olayların hangi akışını değerlendirir?,Olayların kronolojik akışını ve neden-sonuç ilişkisini.
Boşanma davasında taraflardan birinin ağır kusurlu olması tazminat miktarını nasıl etkiler?,Kusurun ağırlığı tazminat miktarının belirlenmesinde doğrudan etkilidir.
Anlaşmalı boşanmada tarafların mahkemeye bizzat katılması zorunlu mudur?,"Evet, hakimin iradeleri bizzat dinlemesi şarttır."
Evlilik birliğinin temelinden sarsıldığı varsayılan iki temel durum nedir?,Anlaşmalı boşanma ve fiili ayrılık (ortak hayatın yeniden kurulamaması).
Görümcenin evliliğe müdahalesi durumunda eşin sorumluluğu nedir?,Eşini bu müdahalelere karşı korumak ve bağımsız konut sağlamakla yükümlüdür.
Eşin kumar veya uyuşturucu bağımlılığı hangi boşanma sebebi kapsamında değerlendirilir?,Evlilik birliğinin temelinden sarsılması.
Fiili ayrılık süresi içinde eşlerden birinin başkasıyla cinsel birliktelik yaşaması davanın reddine yol açar mı?,"Hayır, fiili ayrılık kusura dayanmayan bir boşanma nedenidir."
"Hakim, nafaka ve tazminat miktarını belirlerken hangi genel ilkeyi esas alır?",Hakkaniyet ilkesi.
Boşanma davası hangi durumlarda yetkisizlik nedeniyle reddedilir?,Davanın yanlış yerdeki mahkemede açılması durumunda.
Yetkisizlik nedeniyle reddedilen dava fiili ayrılık süresini başlatır mı?,"Hayır, davanın esastan reddedilmiş olması gerekir."
Eşin telefonlarını sürekli kontrol etmek veya aşırı kıskançlık hangi davranış türüdür?,Güven sarsıcı davranış veya kişilik haklarına müdahale.
Cinsel yolla bulaşan bir hastalığın gizlenerek evlenilmesi evliliğin hangi sonucuna yol açabilir?,Evliliğin butlanı veya boşanma sebebi.
Ağır küfür ve hakaret içeren mesajlar boşanma davasında nasıl bir delildir?,Dijital delil niteliğindedir ve kusur ispatında kullanılır.
Boşanma davasında tarafların kusur oranlarının eşit olması nafakayı nasıl etkiler?,Eşit kusur halinde hakim hakkaniyete göre nafaka takdir edebilir.
Eşin ailesine karşı saygısız tutum sergilemesi hangi yükümlülüğün ihlalidir?,Evlilik birliğine saygı ve özen yükümlülüğünün ihlalidir.
Boşanmada tazminat davası boşanma davası bittikten sonra ne kadar sürede açılabilir?,Boşanma hükmünün kesinleşmesinden itibaren bir yıl içinde.
"Fiili ayrılık nedeniyle boşanmada, reddedilen davanın yabancı mahkemede olması kabul edilir mi?","Evet, Türk mahkemelerince tanınmış ve kesinleşmiş olması kaydıyla kabul edilir."
Boşanma davasından feragat edilmesi durumunda fiili ayrılık süresi başlar mı?,"Evet, feragat kesin hüküm sonuçlarını doğurduğu için süre başlar."
Eşlerden birinin haysiyetsiz hayat sürmesi sebebiyle açılan dava mutlak mı yoksa nispi bir sebep midir?,Nispi bir boşanma sebebidir (ortak hayatın çekilmez hale gelmesi aranır).
Akıl hastalığı nedeniyle boşanma davası açabilmek için hastalığın ne zaman başlamış olması gerekir?,Evlilik birliği süresi içinde (evlilikten önce varsa evliliğin iptali söz konusu olabilir).
Maddi tazminat miktarını belirlerken mahkeme tarafların hangi durumlarını göz önünde bulundurur?,Ekonomik ve sosyal durumları ile kusur ağırlıklarını.
