Yargıtay 2. Hukuk Dairesi'ne göre kayınvalideye 'Anne' diye hitap etmemek boşanmada bir kusur mudur?,"Evet, Yargıtay'ın bazı kararlarında bu durum kusur olarak sayılmaktadır."
Eşlerin birbirini asılsız şekilde sadakatsizlikle suçlaması (iftira) hangi kapsamda kusur sayılır?,Kişilik haklarına saldırı ve güven sarsıcı davranış kapsamında.
Boşanma kararının kesinleşmesinden itibaren kadın için geçerli olan bekleme süresine ne denir?,İddet müddeti.
Türk hukukunda boşanma davası açıldıktan sonra eşlerin sadakat yükümlülüğü devam eder mi?,"Evet, dava süresince de sadakat yükümlülüğü devam etmektedir."
"Maddi anlamda kesin hüküm teşkil eden boşanma kararı, hangi durumlarda gerekçeyi de bağlayıcı kılar?","Gerekçe, hüküm fıkrası ile ayrılması imkansız bir bağlılık içindeyse kesin hükme dahil kabul edilir."
Hangi nafaka türü çocuğun bakımı ve eğitimi için ödenir?,İştirak nafakası.
Boşanmada kusur oranına itiraz etmek için gidilecek ilk kanun yolu hangisidir?,İstinaf (Bölge Adliye Mahkemesi).
İstinaf mahkemesinin kararına karşı gidilen yüksek mahkeme aşaması nedir?,Temyiz (Yargıtay).
Eşin dini veya sosyal baskı yaparak diğer eşin yaşam tarzına müdahale etmesi boşanmada kusur mudur?,"Evet, kişisel özgürlükleri kısıtlayan ağır bir kusur olarak kabul edilir."
Cinsel birliktelik sırasında eşe karşı aşağılayıcı sözler sarf etmek ne tür bir şiddettir?,Duygusal ve cinsel şiddet.
"Boşanma davası feragat (davadan vazgeçme) ile sonuçlanırsa, bu durum fiili ayrılık davasına dayanak olabilir mi?","Evet, Yargıtay feragatle sonuçlanan davanın da reddedilmiş sayılacağını kabul eder."
TMK 166/4 uyarınca fiili ayrılık için reddedilen davanın ne şekilde sonuçlanmış olması gerekir?,Davanın esastan reddedilmiş olması gerekir (yetkisizlik nedeniyle ret yeterli değildir).
Cinsel uyumsuzluk veya isteksizlik durumunda Yargıtay kusur atfı yaparken neye dikkat eder?,İsteksizliğin haklı bir sebebe dayanıp dayanmadığına ve tedavi çabasına.
Boşanma davasında 'hileli mal kaçırma' eylemleri kusur tespitinde nasıl rol oynar?,Güven sarsıcı davranış ve ekonomik kusur olarak değerlendirilir.
Eşin borçlarını gizlemesi boşanmada ne tür bir davranış sayılır?,Güven sarsıcı davranış.
Boşanmada 'tam kusurlu' sayılan eş yoksulluk nafakası alabilir mi?,"Hayır, kanunen mümkün değildir."
Evlilik birliği içerisinde eşlerden birinin 'fuhuş yapması' hangi özel boşanma sebebine girer?,Haysiyetsiz hayat sürme.
Eşlerden birinin kumar alışkanlığı nedeniyle evin ekonomik düzenini bozması hangi tür kusurdur?,Ekonomik ve aile birliğini ihmal kusuru.
Hukuki anlamda 'şekli kesinleşme' ne demektir?,Hükme karşı tüm olağan yasa yollarının kapanmış olması.
Yargıtay'a göre cinsel sırların başkalarına anlatılması 'tazminat' gerektirir mi?,"Evet, kişilik haklarına ağır saldırı teşkil ettiği için manevi tazminat gerektirir."
Anal ilişki iddialarında davalının eylemi kabul etmesi (ikrarı) boşanma için yeterli midir?,"Evet, Yargıtay rıza olsa dahi bu durumu cinsel şiddet ve boşanma sebebi saymaktadır."
Boşanmada mal paylaşımı davası boşanma davası ile birlikte açılabilir mi?,"Evet, ancak mal paylaşımı davası genellikle boşanma davasının kesinleşmesini bekler."
Fiili ayrılık nedeniyle boşanma davasında yetkili mahkeme neresidir?,Eşlerden birinin yerleşim yeri veya son altı aydır birlikte oturdukları yer mahkemesi.
Eşlerden birinin diğerini evden kovması hukukta hangi özel sebebe girer?,Terk.
Evlilik senedi olmadan yapılan birliktelikler Türk hukukunda boşanma davasına konu olabilir mi?,"Hayır, boşanma davası sadece resmi nikahla kurulan evliliklerin sona erdirilmesi içindir."
Boşanma davasında 'tanık beyanları' hangi konularda delil teşkil eder?,Eşlerin kusurlu davranışları ve evlilik birliğinin temelinden sarsıldığının ispatı konularında.
Cinsel yolla bulaşan bir hastalığın tedavisi mümkünse ve eş tedaviden kaçınıyorsa sonuç ne olur?,Tedaviden kaçınan eş boşanmada kusurlu sayılır.
"Vajinismus nedeniyle boşanmada, kadının bakire olduğunun tespiti yeterli midir?","Hayır, ilişkinin neden gerçekleşmediğine dair psikolojik ve fizyolojik bilirkişi raporu aranır."
Eşin kişilik haklarını zedeleyen 'tiksinti' ifadeleri boşanmada hangi şiddet türüne girer?,Duygusal şiddet.
Boşanma kararının gerekçesi neden önemlidir?,Hukuki denetimin yapılabilmesi ve hükmün hangi vakıalara dayandığının anlaşılması için.
Sürekli geçimsizlik halinde Yargıtay'ın genel yaklaşımı nedir?,Sürekli tartışma ve saygısızlık evliliğin sürdürülmesini imkansız kılan genel bir boşanma sebebidir.
Eşlerden birinin 'terk' ihtarına rağmen eve dönmemesi durumunda kusur kimdedir?,Haklı bir sebebi olmadan dönmeyen eştedir.
