Mülk sahibi yazlık ihtiyacı sebebiyle tahliye davası açabilir mi?,"Evet, yazlık ihtiyacı da konut ihtiyacının devamı niteliğinde olup samimi bulunursa kabul edilir."
Hangi durumda kira sözleşmesi belirsiz süreli hale gelir?,Belirli süreli sözleşme süresinin sonunda taraflarca feshedilmez ve uzarsa.
İki haklı ihtarın oluşması için ihtarların mutlaka noter kanalıyla mı yapılması gerekir?,"Hayır, adi yazılı şekil yeterlidir ancak ispat kolaylığı için noter tercih edilir."
Kira bedelinin vadesi resmi tatile denk gelirse ödeme ne zaman yapılmalıdır?,Takip eden ilk iş günü.
"Kira tespit davası sonucunda belirlenen bedel kesinleşmeden önce, kiracı artış farkını ödemek zorunda mıdır?","Hayır, artış farkı kararın kesinleşmesiyle muaccel olur."
TBK 350 uyarınca ihtiyacın davanın hangi aşamasına kadar devam etmesi gerekir?,Hükmün kesinleşmesine kadar.
İşyerlerinde kiracı tarafından stopaj kesintisi kime ödenir?,Vergi dairesine (mülk sahibi adına).
"Yeni malik, kiralananı edindiği tarihten itibaren ne kadar süre içinde kiracıya bildirim yaparak ihtiyaç sebebiyle tahliye davası açabilir?",Edinimden itibaren 1 ay içinde ihtar çekerek 6 ay sonra dava açabilir (TBK 351).
"Konut kira sözleşmelerinde, 1 yıldan kısa süreli sözleşmelerde iki haklı ihtarın geçerli olması için şart nedir?",İhtarların kira süresi içinde yapılmış olması.
"Arabuluculuk sürecinde geçen süre, dava açma süresini etkiler mi?","Evet, arabuluculuk bürosuna başvurudan son tutanağa kadar geçen sürede hak düşürücü süreler işlemez."
"Kira artış oranı hesaplama formülü: $Yeni\,Kira = Mevcut\,Kira \times (1 + \frac{T\ddot{U}FE\,Oran\imath}{100})$",Bu formül yasal kira artış tavanını belirlemek için kullanılır.
Mülk sahibinin sağlık sorunları nedeniyle asansörlü bir eve geçme isteği tahliye nedeni olabilir mi?,"Evet, sağlık raporu ile belgelendiği takdirde samimi ve zorunlu bir ihtiyaçtır."
"Kira bedelinin ödenmediği hallerde, kiracıya en az kaç günlük süre verilerek temerrüt ihtarı çekilmelidir?",30 gün.
İhtarların haklı sayılabilmesi için kira bedelinin ihtarın hangi aşamasından önce ödenmemesi gerekir?,İhtarın gönderildiği tarihte borcun muaccel (vadesi gelmiş) olması gerekir.
Bir kira yılında aynı aya ait kira bedeli için iki ayrı ihtar çekilirse bu iki haklı ihtar sayılır mı?,"Hayır, aynı alacak için çekilen ihtarlar tek ihtar sayılır."
Tüzel kişiler (şirketler) konut ihtiyacı sebebiyle tahliye davası açabilir mi?,"Hayır, tüzel kişiler sadece işyeri ihtiyacı için tahliye davası açabilir."
Mülk sahibinin altsoyunun evlenme hazırlığı yapması tahliye için yeterli midir?,"Evet, evlilik için somut hazırlıkların yapılması ihtiyacın samimi olduğunu gösterir."
İki haklı ihtarın varlığına rağmen dava süresinde (1 ay içinde) açılmazsa ne olur?,"O dönem için dava hakkı düşer, sözleşme yenilenmiş sayılır."
İşyeri kiralarında KDV ödenmesi için mal sahibinin hangi sıfatta olması gerekir?,İktisadi işletme (şirket vb.) sahibi olması.
Kira artışı her ay TÜİK verilerine göre mi yapılır yoksa yıllık mı?,Kira artışı prensip olarak yıllık (sözleşme yenileme tarihinde) yapılır.
Kira sözleşmesinde artış oranının 'yıllık enflasyon' olarak belirlenmesi durumunda hangi endeks uygulanır?,Tüketici Fiyat Endeksi (TÜFE) 12 aylık ortalaması.
Güvenli elektronik imza ile gönderilen bir ihtar yazılı şekil şartını sağlar mı?,"Evet, kanuna göre güvenli elektronik imza el yazısı imza ile aynı sonuçları doğurur."
Kira bedelinin zamanında ödenmesi için sözleşmede belirli bir gün tayin edilmemişse ödeme ne zaman yapılmalıdır?,Yerel adet yoksa her ayın sonunda.
"Kira borcuna karşılık bono (senet) alınmışsa, bono tahsil edilmeden çekilen ihtar haklı sayılır mı?","Hayır, öncelikle bononun tahsili için başvurulması gerekir."
İhtarnamede istenen kiranın hangi aya ait olduğunun belirtilmemesi ihtarı geçersiz kılar mı?,"Hayır, borç belli ise veya taraflarca biliniyorsa geçersiz kılmaz."
"İki haklı ihtar sebebiyle tahliyede, ihtarın içeriğinde tahliye uyarısı bulunması zorunlu mudur?","Hayır, kira bedelinin ödenmesi talebi yeterlidir."
Kira bedelinin ödenmesinde 'alacaklı temerrüdü' (ev sahibinin kirayı almaktan kaçınması) durumunda yapılan ihtar haklı mıdır?,"Hayır, kiracı usulüne uygun ödeme teklif etmişse ihtar haksızdır."
"İki haklı ihtar kuralında, borcun ihtarın tebliğinden sonra ödenmesi durumunda ihtar neden 'haklı' sayılır?",Çünkü kiracı ancak ihtarı aldıktan sonra ödeme yaparak temerrüdünü gidermiş olsa da gecikme olgusu gerçekleşmiştir.
Mülk sahibi tarafından çekilen ihtarda ödeme için '15 gün' süre verilmesi iki haklı ihtar davasını etkiler mi?,"Hayır, iki haklı ihtar davasında süre verilmesi şart değildir (Temerrüt davasından farklıdır)."
Belirli süreli sözleşme bitiminden sonra açılacak tahliye davasında yetkili mahkeme neresidir?,Taşınmazın bulunduğu yer mahkemesi.
"Yeni malik, eski malik döneminde gerçekleşen haklı ihtarlara dayanarak tahliye davası açabilir mi?","Evet, yeni malik sözleşmenin tüm hak ve borçlarıyla tarafı olduğu için dayanabilir."
KDV dahil olarak anlaşılan işyeri kirasında stopajın durumu nedir?,Aksi kararlaştırılmadıkça stopaj kiracı tarafından ayrıca hesaplanıp ödenmelidir.
Konut kira sözleşmelerinde damga vergisi sorumluluğu kime aittir?,Taraflar aksini kararlaştırmadıkça genellikle kiracı ve kiralayan müteselsilen sorumludur.
Kira sözleşmesinde artış oranının TÜFE'den düşük belirlenmesi durumunda hangi oran uygulanır?,Taraflarca belirlenen düşük oran geçerli olur.
Kira artış oranlarına ilişkin anlaşmazlıkları önlemek için kimden hukuki destek alınmalıdır?,Kira hukuku avukatı.
